State,Year,Population,Rates-Burglary,Rates-Larceny,Rates-Motor,Rates-Assault,Rates-Murder,Rates-Rape,Rates-Robbery,Total-All,Total-Burglary,Total-Larceny,Totals-Motor,Total-All-V,Total-Assault,Total-Murder,Total-Rape,Total-Robbery
North Carolina,2013,9848060,3128,921,2058.7,94.9,4.8,24.1,18.5,21513,308049,90702,202741,33700,9349,469,2369,1821
North Carolina,2014,9943964,2873.1,798.2,1937.8,84.6,5.1,24.3,17.5,21421,285697,79373,192694,32767,8416,510,2420,1740
North Carolina,2015,10042802,2750.1,745.2,1871.1,87.9,5.1,26.7,19.3,22826,276183,74841,187907,34852,8825,517,2684,1939
North Carolina,2016,10146788,710.4,1876.2,150.8,245.5,6.7,28.1,92,277765,72082,190377,15306,37769,24906,678,2849,9336
North Carolina,2017,10273419,630.6,1760.9,153.8,240.5,5.8,26.4,91,261486,64786,180902,15798,37364,24708,591,2715,9350
North Carolina,2018,10383620,599.9,1724.4,169.8,265.1,6,25.4,81.1,258979,62290,179057,17632,39210,27526,628,2633,8423
North Carolina,2019,10488084,519.1,1666,172.2,262.4,6,31,72.5,247236,54447,174728,18061,38995,27517,632,3247,7599
North Dakota,2005,634605,321.9,1534,169,72.5,1.9,28.4,8.5,12848,2043,9732,1073,706,460,12,180,54
North Dakota,2006,635867,409,1521.1,170.8,145.5,2.2,37.9,11.8,13359,2601,9672,1086,1255,925,14,241,75
North Dakota,2007,639715,361.7,1485,153.5,156.2,2.7,39.4,11.7,12796,2314,9500,982,1343,999,17,252,75
North Dakota,2008,641481,364.2,1524.9,142,159.9,1.7,51.6,11.4,13029,2336,9782,911,1441,1026,11,331,73
North Dakota,2009,646844,375.1,1464.6,141.1,202.2,1.9,45.8,16.5,12813,2426,9474,913,1723,1308,12,296,107
North Dakota,2010,674629,296.5,1354.4,129.4,178.3,1.5,36.3,13.3,12010,2000,9137,873,1548,1203,10,245,90
North Dakota,2011,684740,359,1444.5,143.9,192.5,3.5,38.8,13.3,13334,2458,9891,985,1699,1318,24,266,91
North Dakota,2012,699628,339.8,1505.8,164.5,183.1,4,38.9,18.7,14063,2377,10535,1151,1712,1281,28,272,131
North Dakota,2013,723393,2094,405.6,1492.7,22.4,2.2,45.6,31.8,1446,15148,2934,10798,1954,162,16,330,230
North Dakota,2014,739482,2110.3,366.1,1539.5,23.4,3,48.4,37.3,1407,15605,2707,11384,1960,173,22,358,276
North Dakota,2015,756927,2116.5,395.9,1511.4,19.6,2.8,45.6,36.5,1298,16020,2997,11440,1812,148,21,345,276
North Dakota,2016,757952,427.9,1608.9,259.1,180.1,2,45.1,23.9,17402,3243,12195,1964,1903,1365,15,342,181
North Dakota,2017,755393,389.5,1573.6,234.7,202.9,1.3,52.8,24.2,16602,2942,11887,1773,2125,1533,10,399,183
North Dakota,2018,760077,358.4,1448.3,233.5,205.2,2.4,52.2,20.8,15507,2724,11008,1775,2133,1560,18,397,158
North Dakota,2019,762062,342.2,1399.6,235.2,200.6,3.1,57.3,23.5,15066,2608,10666,1792,2169,1529,24,437,179
Ohio,2005,11470685,873.4,2433,362,141.5,5.1,40.7,162.8,420705,100183,279051,41471,40162,16228,590,4671,18673
Ohio,2006,11478006,920.4,2437,330.9,145.9,4.9,41.6,169.2,423334,105639,279718,37977,41491,16743,560,4770,19418
Ohio,2007,11466917,863.8,2308.2,296.1,150.2,4.6,40.6,160,397681,99049,264677,33955,40759,17218,529,4661,18351
Ohio,2008,11485910,891.8,2270.5,247.7,145,4.8,39.4,162.9,391667,102428,260788,28451,40436,16652,547,4531,18706
Ohio,2009,11542645,901.1,2163.9,196.3,138.5,4.6,35.7,153.1,376446,104009,249777,22660,38305,15989,527,4119,17670
Ohio,2010,11537968,928.5,2154.5,183.1,135.3,4.2,32.3,142.9,376836,107125,248581,21130,36306,15611,479,3730,16486
Ohio,2011,11541007,978.3,2138,181.3,130.4,4.3,31.9,138.6,380572,112901,246744,20927,35218,15048,500,3679,15991
Ohio,2012,11544225,895.9,2052.5,169,131.7,4.3,31.7,132,359883,103421,236950,19512,34595,15207,495,3658,15235
Ohio,2013,11570808,2927.5,790.2,1968.5,124.2,3.9,34.9,24.4,14257,338731,91433,227766,33121,14368,455,4041,2824
Ohio,2014,11594163,2799.1,680,1963.6,110,4,43.5,35.3,14771,324528,78845,227668,33030,12753,464,5042,4097
Ohio,2015,11613423,2587.7,596.7,1842.6,108.1,4.3,44.3,35.8,15695,300525,69303,213993,33898,12554,500,5149,4154
Ohio,2016,11614373,575.9,1832.3,169.3,138.7,5.6,48.1,107.8,299357,66883,212807,19667,34877,16111,654,5589,12523
Ohio,2017,11658609,502.4,1743,173.7,141.6,6.1,50.3,99.5,282034,58573,203208,20253,34683,16509,710,5859,11605
Ohio,2018,11689442,412.2,1594.6,170.3,151.2,4.8,45.3,78.6,254496,48186,186401,19909,32723,17674,564,5300,9185
Ohio,2019,11689100,375.5,1520.4,159.7,163.9,4.6,49,75.7,240291,43894,177725,18672,34269,19154,538,5731,8846
Oklahoma,2005,3543442,1007.3,2648,392,371,5.3,41.8,91.2,143406,35692,93814,13900,18044,13146,187,1481,3230
Oklahoma,2006,3579212,962.1,2286.9,375.4,364.9,5.9,41.6,87.9,129728,34437,81853,13438,17905,13062,210,1488,3145
Oklahoma,2007,3617316,950.1,2232.2,376,360.8,6.2,43.3,93.8,128714,34367,80747,13600,18234,13053,224,1565,3392
Oklahoma,2008,3642361,967.7,2203.7,302.6,383.7,5.9,40.4,101.5,126535,35247,80265,11023,19359,13975,215,1471,3698
Oklahoma,2009,3687050,1032.6,2273.2,283.9,364.3,6.3,41.6,91.1,132350,38071,83813,10466,18560,13433,234,1535,3358
Oklahoma,2010,3760184,1006.5,2162.2,274.3,348.1,5.2,39.1,89,129464,37848,81303,10313,18100,13091,195,1469,3345
Oklahoma,2011,3784163,963.5,2115.8,293.1,327.7,5.6,37.3,86.9,127618,36462,80064,11092,17311,12401,212,1410,3288
Oklahoma,2012,3814820,936.6,2161.3,303.1,337.3,5.7,41.6,84.7,129743,35731,82448,11564,17902,12867,216,1588,3231
Oklahoma,2013,3850568,3273.7,866.1,2116.4,78.7,5.1,56.6,43.5,11583,126057,33348,81495,16989,3031,195,2180,1675
Oklahoma,2014,3878051,2990.7,760.9,1956.9,78.6,4.5,45.8,32.9,10744,115982,29508,75891,15744,3048,175,1777,1277
Oklahoma,2015,3911338,2885.9,726.2,1892.5,76.8,6,47.3,34.6,11418,112878,28406,74022,16506,3005,234,1849,1352
Oklahoma,2016,3923561,741.7,1931.4,309.8,311,6.2,52,80.6,117037,29103,75779,12155,17648,12202,245,2039,3162
Oklahoma,2017,3930864,727.8,1836.9,311.7,319.3,6.2,54.5,76.3,113066,28608,72207,12251,17934,12550,242,2142,3000
Oklahoma,2018,3943079,681.1,1856.8,337,331.8,5.2,58.3,70.8,113364,26858,73217,13289,18380,13084,206,2299,2791
Oklahoma,2019,3956971,671.7,1835.5,338.1,307.9,6.7,57.3,59.9,112587,26577,72632,13378,17086,12183,266,2268,2369
Oregon,2005,3638871,759.1,3114,529,181.9,2.2,34.8,68.1,160199,27621,113316,19262,10444,6620,80,1266,2478
Oregon,2006,3700758,657.3,2672.3,395.5,176.1,2.4,32.9,73.3,137858,24324,98897,14637,10534,6516,88,1219,2711
Oregon,2007,3747455,613.2,2539.2,390.6,181.4,2,34,76.4,132773,22979,95157,14637,11015,6799,76,1276,2864
Oregon,2008,3790060,557.1,2445.3,300.2,157.9,2.3,31.2,70.1,125169,21115,92677,11377,9909,5983,87,1183,2656
Oregon,2009,3825657,516,2223.5,260.8,161.5,2.3,31.4,65.3,114780,19739,85064,9977,9968,6179,88,1202,2499
Oregon,2010,3838332,522,2279.5,237.8,153.5,2.5,32.3,63.1,116657,20035,87494,9128,9648,5892,96,1239,2421
Oregon,2011,3868229,535.2,2379.9,235.4,157.3,2.2,32,57.8,121869,20704,92059,9106,9643,6083,84,1239,2237
Oregon,2012,3899353,561.7,2400.9,261.7,154.1,2.4,29.2,61.9,125723,21901,93619,10203,9653,6008,92,1140,2413
Oregon,2013,3930065,3173.9,528.5,2394.5,61,2,48.3,37.1,5610,124737,20769,94106,9984,2397,80,1897,1459
Oregon,2014,3970239,2879,434,2204.6,52.7,2,36.7,26.5,5592,114305,17230,87526,9224,2093,81,1458,1052
Oregon,2015,4028977,2946.6,455.1,2229.7,53.3,2.5,39.5,28.9,6630,118719,18336,89836,10468,2146,99,1593,1164
Oregon,2016,4093465,412,2230,322.3,164.1,2.8,42,55.6,121345,16866,91286,13193,10830,6718,113,1721,2278
Oregon,2017,4142776,427.4,2145.3,413.7,172.3,2.5,48.3,58.7,123722,17705,88877,17140,11674,7139,104,1999,2432
Oregon,2018,4190713,389.1,2109.9,395.1,175.6,2,47.1,60.8,121278,16304,88418,16556,11966,7360,82,1975,2549
Oregon,2019,4217737,349.1,2021.5,360,185.5,2.8,42.2,54,115170,14724,85261,15185,11995,7825,116,1778,2276
Pennsylvania,2005,12405348,452.5,1732,237,235.4,6.1,28.9,154.9,300444,56134,214916,29394,52761,29205,756,3586,19214
Pennsylvania,2006,12440621,464.1,1745.4,238.8,237.8,6,29,169.6,304589,57739,217142,29708,55028,29581,741,3611,21095
Pennsylvania,2007,12432792,451.2,1699.1,213.2,226.8,5.8,27.7,156.4,293850,56091,211248,26511,51806,28198,725,3443,19440
Pennsylvania,2008,12448279,471.4,1760.2,180.7,224.8,5.7,28,151.6,300294,58687,219115,22492,51044,27981,705,3485,18873
Pennsylvania,2009,12604767,434.5,1623.1,141.4,209.4,5.3,28.8,138.9,277182,54772,204588,17822,48188,26394,664,3626,17504
Pennsylvania,2010,12717722,434.1,1607.5,131.5,205.3,5.1,27.3,128.8,276366,55206,204440,16720,46612,26112,653,3472,16375
Pennsylvania,2011,12743948,454.9,1636.9,132.4,204.4,5,26.2,126.8,283442,57966,208604,16872,46189,26046,639,3339,16165
Pennsylvania,2012,12763536,445.5,1603.1,117.7,194.4,5.4,26.1,122.8,276496,56859,204609,15028,44503,24818,685,3327,15673
Pennsylvania,2013,12773801,2060.8,407.3,1545.6,115.6,4.7,29.5,20.7,23719,263240,52034,197436,42849,14762,594,3774,2638
Pennsylvania,2014,12787209,1931.7,357.5,1472.2,105.8,4.8,29.9,21.8,22189,247016,45720,188256,40164,13534,614,3827,2787
Pennsylvania,2015,12802503,1812.8,309.8,1408.2,101.6,5.1,33.6,24.4,22373,232085,39664,180287,40339,13003,658,4305,3122
Pennsylvania,2016,12784227,277.8,1362.8,102.1,180.1,5.2,34.7,96.4,222795,35520,174228,13047,40447,23027,661,4433,12326
Pennsylvania,2017,12805537,250.3,1297.7,101.4,182.6,5.8,32.8,92.1,211220,32057,166178,12985,40120,23387,739,4201,11793
Pennsylvania,2018,12807060,211.6,1175.9,102.4,188,6.1,35,76.9,190816,27104,150596,13116,39192,24077,784,4483,9848
Pennsylvania,2019,12801989,182.4,1124.2,96.8,191.1,5.2,34,76.1,179665,23354,143921,12390,39228,24465,669,4351,9743
Rhode Island,2005,1073579,495.4,1823,410,146.9,3.2,30.1,72.3,29287,5319,19567,4401,2710,1577,34,323,776
Rhode Island,2006,1067610,510.8,1765.8,338,131.5,2.5,27.1,69.3,27914,5453,18852,3609,2460,1404,27,289,740
Rhode Island,2007,1057832,492.1,1812.7,302,131.1,1.8,24.4,71.8,27576,5206,19175,3195,2424,1387,19,258,760
Rhode Island,2008,1050788,548.7,1991.5,304.8,139.2,3,26.8,83.7,29895,5766,20926,3203,2656,1463,31,282,880
Rhode Island,2009,1053209,546.2,1842.3,228.1,148.6,3,28.1,74.5,27558,5753,19403,2402,2678,1565,32,296,785
Rhode Island,2010,1052528,581.8,1751.2,228.3,152,2.8,28.3,74.3,26959,6124,18432,2403,2709,1600,29,298,782
Rhode Island,2011,1050646,650.6,1786,226.1,143.1,1.9,30.4,70.8,27976,6836,18765,2375,2586,1503,20,319,744
Rhode Island,2012,1050292,566.4,1755.7,250.2,153.9,3.2,27.4,67.9,27017,5949,18440,2628,2651,1616,34,288,713
Rhode Island,2013,1051511,2442,533.2,1696.4,65,2.9,41.8,29.2,1550,25678,5607,17838,2705,684,31,440,307
Rhode Island,2014,1055173,2173.6,457.1,1542.8,50.1,2.4,34.2,24,1398,22935,4823,16279,2313,529,25,361,253
Rhode Island,2015,1056298,1897.5,373.7,1392.3,52.6,2.7,43.5,32,1518,20043,3947,14707,2562,556,29,459,338
Rhode Island,2016,1056426,358.6,1389,151.1,143.2,2.7,41.8,51.1,20058,3788,14674,1596,2524,1513,29,442,540
Rhode Island,2017,1059639,303.6,1308.1,140,143.5,1.9,42,44.7,18561,3217,13861,1483,2460,1521,20,445,474
Rhode Island,2018,1057315,265.8,1250.3,144.8,129.2,1.5,45.5,42.9,17561,2810,13220,1531,2317,1366,16,481,454
Rhode Island,2019,1059361,219.1,1187.5,128.2,132.9,2.4,46.3,39.5,16259,2321,12580,1358,2342,1408,25,491,418
South Carolina,2005,4246933,1006.4,2978,386,582.9,7.4,43.8,133.2,185606,42741,126489,16376,32590,24757,314,1862,5657
South Carolina,2006,4321249,994,2894.4,386.1,583.7,8.4,42.4,136.6,184712,42952,125075,16685,33322,25224,362,1834,5902
South Carolina,2007,4407709,1030,2876.8,388,593,8.3,40.2,144.2,189304,45398,126802,17104,34630,26139,364,1773,6354
South Carolina,2008,4479800,1026,2819.7,394.4,539.3,6.9,37.6,147.2,189950,45964,126316,17670,32746,24158,307,1686,6595
South Carolina,2009,4561242,996.3,2614.4,298.5,506,6.7,36.5,126.1,178310,45443,119250,13617,30799,23078,305,1663,5753
South Carolina,2010,4637106,997.6,2621.1,286.7,454.8,5.7,33.4,108.2,181098,46261,121544,13293,27923,21090,265,1551,5017
South Carolina,2011,4673348,1013.2,2616,291.8,455,6.8,35.9,99.1,183243,47351,122255,13637,27894,21265,320,1678,4631
South Carolina,2012,4723723,954.5,2588.3,279.5,421.4,6.9,35.5,95,180550,45086,122263,13201,26397,19905,324,1679,4489
South Carolina,2013,4774839,3624.2,857.8,2502.9,83.2,6.2,45.5,31.8,17838,173049,40958,119511,24278,3972,297,2171,1518
South Carolina,2014,4832482,3460.3,759.9,2433.4,82.7,6.4,42.8,30.6,17676,167217,36721,117594,24052,3997,311,2068,1480
South Carolina,2015,4896146,3293.3,705.7,2322.7,80.3,8.1,46.9,34.9,18073,161245,34551,113724,24700,3931,399,2297,1707
South Carolina,2016,4961119,664.7,2298.5,280.6,365,7.4,48.1,81.3,160928,32976,114032,13920,24896,18108,366,2387,4035
South Carolina,2017,5024369,623.1,2289.1,283.8,371.5,7.8,49.8,77,160575,31306,115012,14257,25432,18668,390,2504,3870
South Carolina,2018,5084127,579.7,2156,281.9,362.8,7.7,47.9,69.9,153421,29473,109616,14332,24825,18446,392,2434,3553
South Carolina,2019,5148714,533.4,2116.1,290.8,390.5,9,47.8,64,151389,27461,108953,14975,26323,20105,464,2460,3294
South Dakota,2005,774883,323.3,1336,108,109.3,2.3,48.7,18.7,13694,2505,10350,839,1387,847,18,377,145
South Dakota,2006,781919,386.7,1273,106.7,181.3,3.8,59.5,20.2,13812,3024,9954,834,2071,1418,30,465,158
South Dakota,2007,796214,332.4,1305.9,98.5,168.8,3.9,54.4,14.8,13829,2647,10398,784,1926,1344,31,433,118
South Dakota,2008,804194,333.6,1276.6,114.2,185.8,4.6,69.9,16.7,13867,2683,10266,918,2227,1494,37,562,134
South Dakota,2009,812383,322.6,1340.6,106.6,139,3.7,61.7,14.4,14378,2621,10891,866,1777,1129,30,501,117
South Dakota,2010,816598,390.9,1371.1,98,200.1,2.8,47.1,18.9,15188,3192,11196,800,2196,1634,23,385,154
South Dakota,2011,823593,355.4,1387,115.2,171.8,2.4,61.1,20.3,15299,2927,11423,949,2105,1415,20,503,167
South Dakota,2012,833354,391,1541.4,127.8,229.7,3,70.2,19,17168,3258,12845,1065,2682,1914,25,585,158
South Dakota,2013,844877,1914.7,399.1,1404.6,18.8,2.4,59.1,41.3,1996,16177,3372,11867,2674,159,20,499,349
South Dakota,2014,853175,1863.9,330.3,1415.5,23.4,2.3,55.1,48.4,2096,15902,2818,12077,2786,200,20,470,413
South Dakota,2015,858469,1943,344.8,1459.8,25.2,3.7,57.7,51.4,2546,16680,2960,12532,3289,216,32,495,441
South Dakota,2016,865454,346.6,1460.4,173.6,325,3.1,58.8,31.4,17141,3000,12639,1502,3621,2813,27,509,272
South Dakota,2017,869666,311.3,1405.9,159,335,2.9,68.4,27.4,16317,2707,12227,1383,3771,2913,25,595,238
South Dakota,2018,882235,291.4,1264.5,172.7,304,1.4,69.6,29.7,15251,2571,11156,1524,3570,2682,12,614,262
South Dakota,2019,884659,299.1,1273.4,198.5,302.5,1.9,72.6,22,15667,2646,11265,1756,3530,2676,17,642,195
Tennessee,2005,5955745,1032.8,2844,424,545.2,7.2,36.8,168.1,256093,61508,169357,25228,45104,32470,431,2194,10009
Tennessee,2006,6038803,1043.7,2718.8,375.1,534.7,6.9,36.3,184.5,249860,63024,164183,22653,46043,32287,419,2194,11143
Tennessee,2007,6156719,1004.1,2741.8,352.8,533.4,6.6,35.7,179.2,252342,61817,168807,21718,46482,32843,405,2201,11033
Tennessee,2008,6214888,1047.4,2683.8,309,508.8,6.6,33.4,173.8,251089,65093,166793,19203,44913,31619,412,2078,10804
Tennessee,2009,6296254,1013.8,2514.3,238.5,473.2,7.4,32.1,153.3,237157,63832,158309,15016,41933,29793,468,2019,9653
Tennessee,2010,6357436,1011.3,2418.1,233.3,440.7,5.6,34.2,131.5,232855,64293,153729,14833,38909,28016,359,2173,8361
Tennessee,2011,6399787,981.8,2405.2,221,442.8,5.9,32.7,126.3,230900,62830,153928,14142,38895,28338,380,2095,8082
Tennessee,2012,6456243,870.2,2300.1,201,479.6,6,31.5,126.5,217664,56181,148503,12980,41550,30961,388,2032,8169
Tennessee,2013,6495978,3180.9,785.1,2213.7,112.5,5,36.2,25.3,28378,206629,50999,143802,38364,7307,328,2351,1642
Tennessee,2014,6549352,3060.6,712.2,2156,110.9,5.7,38.6,28.4,29681,200447,46642,141206,39848,7265,371,2531,1861
Tennessee,2015,6600299,2936.2,655.2,2086,113.2,6.2,40.5,29.8,29844,193796,43247,137679,40400,7474,406,2676,1966
Tennessee,2016,6651194,606.1,2020.7,227.3,467.3,7.3,40.8,117.5,189835,40312,134404,15119,42097,31084,486,2714,7813
Tennessee,2017,6715984,576.5,2088.3,275.8,482.9,7.8,43.7,117.1,197488,38716,140248,18524,43755,32432,527,2934,7862
Tennessee,2018,6770010,489.4,2034.1,301.9,468.5,7.4,41.7,106.2,191279,33132,137708,20439,42226,31717,498,2821,7190
Tennessee,2019,6829174,437.4,1934.4,280.9,456.7,7.3,41.2,90.1,181153,29869,132104,19180,40647,31186,498,2813,6150
Texas,2005,22928508,958.8,2953,408,328.8,6.1,37.1,156.1,990293,219828,677042,93423,121091,75383,1407,8511,35790
Texas,2006,23507783,917.6,2759.6,405.9,317,5.9,35.9,158.5,959846,215710,648711,95425,121602,74531,1386,8429,37256
Texas,2007,23904380,955.1,2774,393.2,306.9,5.9,35.4,162.2,985421,228320,663101,94000,122014,73357,1419,8460,38778
Texas,2008,24326974,945.6,2690.2,351,314.1,5.6,33.1,155.1,969865,230046,654435,85384,123585,76421,1370,8055,37739
Texas,2009,24782302,968.7,2737.7,309,298.7,5.4,33.5,153.4,995082,240058,678455,76569,121684,74021,1330,8311,38022
Texas,2010,25253466,905.2,2592.2,269.4,283.2,4.9,30.2,130.1,951246,228597,654626,68023,113231,71517,1249,7622,32843
Texas,2011,25631778,841.7,2392.1,249.4,263.3,4.4,29.2,111.7,892810,215755,613131,63924,104734,67498,1130,7486,28620
Texas,2012,26059203,785.9,2326.4,249.4,258,4.4,29.6,116.6,876059,204810,606253,64996,106476,67239,1144,7711,30382
Texas,2013,26448193,3258.2,721.8,2287.8,120.2,4.3,36.9,28.4,65292,861734,190898,605091,107998,31801,1139,9766,7504
Texas,2014,26956958,3019.4,627.8,2137.3,115.7,4.4,42.3,30.6,65656,813934,169234,576154,109414,31181,1184,11393,8236
Texas,2015,27469114,2831.3,557.2,2028.5,116.3,4.8,44.6,32.5,67727,777739,153054,557200,113227,31934,1316,12250,8925
Texas,2016,27862596,533.8,1978.1,247.8,261.6,5.3,48,119.6,768947,148740,551151,69056,121042,72880,1478,13367,33317
Texas,2017,28304596,473.7,1848.5,240.4,268.8,5,51.1,114,725328,134066,523221,68041,124238,76089,1412,14470,32267
Texas,2018,28701845,410.8,1713.1,243.2,256.6,4.6,51.2,98.4,679430,117911,491702,69817,117927,73656,1322,14693,28256
Texas,2019,28995881,392.8,1730.6,267.2,263,4.9,51.1,100,693204,113902,501813,77489,121474,76253,1409,14824,28988
United States,2005,296507061,726.9,2287.8,416.8,290.8,5.6,31.8,140.8,10174754,2155448,6783447,1235859,1390745,862220,16740,94347,417438
United States,2006,299398484,733.1,2213.2,400.2,292,5.8,31.6,150,10019601,2194993,6626363,1198245,1435123,874096,17309,94472,449246
United States,2007,301621157,726.1,2185.4,364.9,287.2,5.7,30.6,148.3,9882212,2190198,6591542,1100472,1422970,866358,17128,92160,447324
United States,2008,304059724,733,2166.1,315.4,277.5,5.4,29.8,145.9,9774152,2228887,6586206,959059,1394461,843683,16465,90750,443563
United States,2009,307006550,717.7,2064.5,259.2,264.7,5,29.1,133.1,9337060,2203313,6338095,795652,1325896,812514,15399,89241,408742
United States,2010,309330219,701,2005.8,239.1,252.8,4.8,27.7,119.3,9112625,2168459,6204601,739565,1251248,781844,14722,85593,369089
United States,2011,311587816,701.3,1974.1,230,241.5,4.7,27,113.9,9052743,2185140,6151095,716508,1206031,752423,14661,84175,354772
United States,2012,313914040,670.2,1959.3,229.7,242.3,4.7,26.9,112.9,8975438,2103787,6150598,721053,1214464,760739,14827,84376,354522
United States,2013,316128839,2730.7,610,1899.4,109.1,4.5,34.4,25.2,724149,8632512,1928465,6004453,1191988,345031,14196,108612,79770
United States,2014,318857056,2596.1,542.5,1837.3,102.2,4.5,36.6,26.4,741291,8277829,1729806,5858496,1197987,325802,14249,116645,84041
United States,2015,321418820,2487,491.4,1775.4,101.9,4.9,38.6,28.1,764449,7993631,1579527,5706346,1231566,327374,15696,124047,90185
United States,2016,323127513,468.9,1745,236.9,248.5,5.3,40.4,102.8,7919035,1515096,5638455,765484,1283058,803007,17250,130603,332198
United States,2017,325719178,430.4,1694.4,237.4,248.9,5.3,41.7,98,7694086,1401840,5519107,773139,1283220,810825,17284,135755,319356
United States,2018,327167434,376,1594.6,228.9,246.8,5,42.6,86.2,7196045,1230149,5217055,748841,1245065,807410,16214,139380,282061
United States,2019,328239523,340.5,1549.5,219.9,250.2,5,42.6,81.6,6925677,1117696,5086096,721885,1245410,821182,16425,139815,267988
Utah,2005,2490334,601.2,2894,341,142.2,2.2,36.9,44,95546,14971,72082,8493,5612,3541,56,920,1095
Utah,2006,2550063,577.3,2607,328.3,140.7,2,34.9,48.7,89572,14721,66480,8371,5771,3587,51,891,1242
Utah,2007,2645330,589.5,2592.2,337,148.5,2.2,35.3,53.9,93082,15594,68573,8915,6347,3928,59,935,1425
Utah,2008,2736424,539.6,2569,267.1,138.4,1.5,33.4,51.9,92373,14766,70299,7308,6165,3788,41,915,1421
Utah,2009,2784572,547.9,2497.9,249.1,133.4,1.4,33.8,46.8,91751,15258,69556,6937,5998,3714,39,941,1304
Utah,2010,2775479,543.9,2422.7,215.4,130.4,1.9,35.4,45.7,88316,15095,67242,5979,5925,3620,53,983,1269
Utah,2011,2814347,468,2299.9,219.8,125,1.8,32,38.3,84084,13170,64727,6187,5547,3517,50,901,1079
Utah,2012,2855287,453.3,2328.4,210.1,132.5,1.8,33,38.5,85424,12943,66482,5999,5876,3783,50,943,1100
Utah,2013,2900872,2950.4,459.6,2233.4,42.8,1.7,49,34.3,3784,85586,13333,64788,6498,1243,49,1422,994
Utah,2014,2942902,2878.5,391.4,2239.1,44.6,2.3,49.4,32.1,3513,84711,11518,65895,6346,1312,67,1454,945
Utah,2015,2995919,2980,416.2,2273.2,44.3,1.8,54.9,36.6,4046,89278,12468,68103,7071,1326,54,1645,1098
Utah,2016,3051217,420.7,2223.2,307.7,140.1,2.4,49.8,50.5,90058,12836,67834,9388,7407,4274,72,1520,1541
Utah,2017,3101833,381,2092.1,307.2,134.5,2.4,54.7,47.3,86238,11817,64892,9529,7410,4172,73,1697,1468
Utah,2018,3161105,315.3,1817.7,244.5,136.6,1.9,55.5,39.1,75156,9968,57460,7728,7368,4319,60,1753,1236
Utah,2019,3205958,276.7,1682.4,210.2,141.4,2.2,56.8,35.1,69546,8871,53937,6738,7553,4534,72,1822,1125
Vermont,2005,622387,511.7,1750,108,87.6,1.3,24.6,12.2,14749,3185,10894,670,782,545,8,153,76
Vermont,2006,623908,551.8,1740.2,99.4,96.8,2.2,27.7,18.3,14920,3443,10857,620,905,604,14,173,114
Vermont,2007,621254,515.1,1747,104.5,93.7,2.1,20.6,12.7,14702,3200,10853,649,802,582,13,128,79
Vermont,2008,621270,565.8,1899.7,94.3,98.3,2.7,21.4,15,15903,3515,11802,586,854,611,17,133,93
Vermont,2009,621760,558.3,1783.6,72.2,94.2,1.3,21.2,17.9,15010,3471,11090,449,837,586,8,132,111
Vermont,2010,625909,534.9,1657.3,70.1,95.2,1.1,22.5,12.1,14160,3348,10373,439,820,596,7,141,76
Vermont,2011,626592,612.5,1710.8,84.3,106.8,1.8,23.3,15.8,15086,3838,10720,528,925,669,11,146,99
Vermont,2012,626011,633.4,1695.8,69.5,104.2,1.3,19.3,17.9,15016,3965,10616,435,893,652,8,121,112
Vermont,2013,626630,2214.2,528.7,1632.2,11.6,1.6,20.7,14.5,546,13875,3313,10228,759,73,10,130,91
Vermont,2014,626562,1524.4,324.6,1160.8,11.2,1.6,17.6,15.8,432,9551,2034,7273,622,70,10,110,99
Vermont,2015,626042,1406.6,314.4,1063.8,16.1,1.6,21.7,19.3,492,8806,1968,6660,739,101,10,136,121
Vermont,2016,624594,336.7,1315.6,45.1,110.6,2.2,28.5,17,10602,2103,8217,282,989,691,14,178,106
Vermont,2017,623657,297.3,1108.3,31.1,113.8,2.2,35,14.8,8960,1854,6912,194,1034,710,14,218,92
Vermont,2018,626299,234.2,1008.5,40.4,113.4,1.6,45.8,11.2,8036,1467,6316,253,1077,710,10,287,70
Vermont,2019,623989,204.3,1172.3,47.8,144.6,1.8,44.6,11.4,8888,1275,7315,298,1262,902,11,278,71
Virginia,2005,7564327,394.3,2044,211,154.9,6.1,23.3,99.1,200404,29829,154584,15991,21434,11718,458,1763,7495
Virginia,2006,7642884,420.9,1874.8,193.6,152.7,5.3,23.9,101.8,190257,32166,143292,14799,21683,11672,403,1829,7779
Virginia,2007,7712091,415.3,1888.4,182.8,144.3,5.4,23.2,99.8,191763,32028,145634,14101,21035,11131,415,1793,7696
Virginia,2008,7769089,414.3,1946.1,171.8,133.8,4.8,23.1,96.2,196726,32188,151191,13347,20031,10397,370,1794,7470
Virginia,2009,7882590,405.4,1907.7,148.3,125.7,4.7,19.9,80.5,194020,31956,150374,11690,18195,9911,370,1572,6342
Virginia,2010,8023953,383.9,1819.4,132.2,119,4.7,19.7,70.8,187403,30804,145990,10609,17184,9550,376,1580,5678
Virginia,2011,8104384,378.3,1758,120.6,107.3,3.8,19.6,66.9,182902,30656,142476,9770,16014,8694,304,1591,5425
Virginia,2012,8185867,360.5,1690.7,110.9,111.1,3.8,17.7,57.5,176985,29511,138398,9076,15564,9092,314,1452,4706
Virginia,2013,8260405,2065.9,322.5,1640.1,55.3,3.8,27.4,19.1,9062,170654,26640,135478,16205,4565,316,2262,1581
