State,Year,Population,Rates-Burglary,Rates-Larceny,Rates-Motor,Rates-Assault,Rates-Murder,Rates-Rape,Rates-Robbery,All,Burglary,Larceny,Motor,Total-All-V,Assault,Murder,Rape,Robbery
Alabama,1960,3266740,355.9,592.1,87.3,138.1,12.4,8.6,27.5,33823,11626,19344,2853,6097,4512,406,281,898
Alabama,1961,3302000,339.3,569.4,76.8,128.9,12.9,7.6,19.1,32541,11205,18801,2535,5564,4255,427,252,630
Alabama,1962,3358000,349.1,634.5,83.4,119,9.4,6.5,22.5,35829,11722,21306,2801,5283,3995,316,218,754
Alabama,1963,3347000,376.9,683.4,90.6,142.1,10.2,5.7,24.7,38521,12614,22874,3033,6115,4755,340,192,828
Alabama,1964,3407000,466.6,784.1,108,163,9.3,11.7,29.1,46290,15898,26713,3679,7260,5555,316,397,992
Alabama,1965,3462000,473.7,812.1,106.9,149.1,11.4,10.6,28.7,48215,16398,28115,3702,6916,5162,395,367,992
Alabama,1966,3517000,527.5,869.6,131,177.7,10.9,9.7,32,53740,18551,30583,4606,8098,6249,384,341,1124
Alabama,1967,3540000,571.4,895,146,183.5,11.7,10.5,33,57079,20227,31682,5170,8448,6495,415,371,1167
Alabama,1968,3566000,628.2,967.7,170.7,168.5,11.8,11.1,41,62997,22403,34508,6086,8288,6009,421,396,1462
Alabama,1969,3531000,667.2,1037.8,171.2,181.7,13.7,14,41,66248,23559,36644,6045,8842,6415,485,494,1448
Alabama,1970,3444165,776.4,1184,223.5,215.2,11.7,18.5,50.3,75214,26739,40779,7696,10185,7413,404,637,1731
Alabama,1971,3479000,791.8,1173.9,221.2,219.7,15.1,19,57.6,76084,27547,40841,7696,10835,7645,524,661,2005
Alabama,1972,3510000,789.6,1096.7,195,211.7,14.1,18.8,68.6,73053,27714,38493,6846,10994,7431,496,660,2407
Alabama,1973,3539000,897.3,1107.8,227.2,236.3,13.2,21.2,79.4,78999,31754,39206,8039,12390,8362,468,751,2809
Alabama,1974,3577000,1057.9,1308.7,260.6,235.6,15,22.7,99.6,93976,37841,46813,9322,13338,8429,536,811,3562
Alabama,1975,3614000,1163.8,1645.5,270.3,233.5,16,20.4,123,111296,42059,59470,9767,14201,8440,577,738,4446
Alabama,1976,3665000,1170,1987.2,262.3,256,15.1,21.7,96,125325,42879,72832,9614,14248,9381,553,794,3520
Alabama,1977,3690000,1135.5,1881.9,280.7,278.3,14.2,25.2,96.8,121702,41901,69442,10359,15293,10268,524,929,3572
Alabama,1978,3742000,1229.3,1987.9,302.5,281.2,13.3,25.5,99.1,131707,46001,74387,11319,15682,10521,499,954,3708
Alabama,1979,3769000,1287.3,2223.2,320.1,263.1,13.2,27.5,109.5,144372,48517,83791,12064,15578,9918,496,1037,4127
Alabama,1980,3861466,1526.7,2642.2,316.2,273.2,13.2,30,132.1,173191,58952,102029,12210,17320,10551,509,1158,5102
Alabama,1981,3916000,1450.7,2693.3,284.2,306.1,11.9,26.1,126.5,173411,56811,105471,11129,18423,11985,465,1021,4952
Alabama,1982,3943000,1256.2,2656.4,273.3,299.1,10.6,26,112,165048,49531,104740,10777,17653,11793,417,1026,4417
Alabama,1983,3959000,1073.1,2381.4,230.5,284.9,9.2,23.5,98.4,145890,42485,94279,9126,16471,11281,364,931,3895
Alabama,1984,3990000,1001.8,2235.5,233.6,300.6,9.4,25.1,96.1,138487,39970,89198,9319,17204,11995,374,1002,3833
Alabama,1985,4021000,1034.9,2191.2,258.5,315.5,9.8,26.8,105.4,140115,41612,88108,10395,18398,12686,396,1079,4237
Alabama,1986,4053000,1159,2304.4,267,407.9,10.1,28.4,111.6,151191,46974,93396,10821,22616,16534,409,1150,4523
Alabama,1987,4083000,1198.3,2431.1,262.8,409.9,9.3,27.8,112.2,158918,48927,99260,10731,22833,16735,380,1137,4581
Alabama,1988,4127000,1233.8,2502.6,266.7,401.2,9.9,29.8,117.8,165209,50920,103282,11007,23052,16556,408,1228,4860
Alabama,1989,4118000,1146.8,2592.8,297.5,415.7,10.2,31,133.9,166244,47224,106771,12249,24329,17117,421,1276,5515
Alabama,1990,4040587,1103.4,2755.4,347.8,520.7,11.6,32.6,143.7,169974,44585,111336,14053,28630,21039,467,1319,5805
Alabama,1991,4089000,1268.6,2889.5,363.4,644.4,11.5,35.6,152.8,184882,51873,118151,14858,34518,26348,469,1455,6246
Alabama,1992,4136000,1186,2848.2,362.3,654.6,11,41.2,164.9,181837,49053,117801,14983,36052,27074,455,1704,6819
Alabama,1993,4187000,1088.6,2672,337.8,574.3,11.6,35.1,159.5,171598,45578,111878,14142,32676,24044,484,1471,6677
Alabama,1994,4219000,1044.4,2843.1,331.8,465.3,11.9,35.2,171.2,178015,44064,119951,14000,28844,19633,501,1487,7223
Alabama,1995,4253000,1024.8,2844.3,346.6,403.7,11.2,31.7,185.8,179294,43586,120967,14741,26894,17169,475,1350,7900
Alabama,1996,4273000,1002.1,2886.7,366,356,10,33,167,181803,42821,123350,15632,24159,15194,444,1397,7124
Alabama,1997,4319000,1013.8,2954.8,356.7,361.8,9.9,32.3,160.5,186809,43786,127616,15407,24379,15626,426,1396,6931
Alabama,1998,4352000,964.3,2779,341.7,339.9,8.1,33.2,130.9,177779,41965,120943,14871,22286,14791,354,1443,5698
Alabama,1999,4369862,884.4,2737.3,300.6,326.5,7.9,34.6,121.2,171398,38648,119616,13134,21421,14266,345,1513,5297
Alabama,2000,4447100,906.9,2864.8,288,317.2,7.4,33.3,128.2,180539,40331,127399,12809,21620,14107,329,1482,5702
Alabama,2001,4468912,909.4,2685,282.4,274.1,8.5,30.6,125,173253,40642,119992,12619,19582,12250,379,1369,5584
Alabama,2002,4478896,950.6,2767,310.1,268,6.8,37.2,133.1,180400,42578,123932,13890,19931,12002,303,1664,5962
Alabama,2003,4503726,960.2,2754.1,332.1,251.7,6.6,36.8,134.1,182241,43245,124039,14957,19331,11338,299,1656,6038
Alabama,2004,4525375,987,2732.4,309.9,249.4,5.6,38.5,133.5,182340,44666,123650,14024,19324,11286,254,1742,6042
Alabama,2005,4548327,955.8,2656,289,248.3,8.2,34.4,141.7,177393,43473,120780,13140,19678,11293,374,1564,6447
Alabama,2006,4599030,973.7,2640.8,326.5,227.5,8.3,35.8,153.6,181249,44780,121451,15018,19553,10463,382,1646,7062
Alabama,2007,4627851,980.6,2689.5,307.7,246.7,8.9,33.4,159.9,184082,45379,124465,14238,20775,11417,412,1548,7398
Alabama,2008,4661900,1081.3,2714.3,288.9,253,7.5,34.7,157.6,190416,50411,126539,13466,21110,11795,351,1618,7346
Alabama,2009,4708708,1037.3,2507.5,235.5,278.3,6.8,31.9,133.1,178007,48844,118072,11091,21194,13103,322,1504,6265
Alabama,2010,4785401,887.8,2414.9,225.3,248,5.7,28.3,101.6,168828,42484,115564,10780,18363,11869,275,1355,4864
Alabama,2011,4803689,1064.2,2319.3,222,282.9,6.2,28.5,102.1,173192,51119,111411,10662,20166,13591,299,1370,4906
Alabama,2012,4822023,984.7,2312.8,204.8,311.8,7.1,26.9,104.1,168878,47481,111523,9874,21693,15035,342,1296,5020
Alabama,2013,4833722,3351.3,877.8,2254.8,96.2,7.2,42.3,29.5,13787,161993,42429,108993,20826,4648,347,2044,1428
Alabama,2014,4849377,3177.6,819,2149.5,96.9,5.7,41.3,29.6,13745,154094,39715,104238,20727,4701,276,2005,1436
Alabama,2015,4858979,2978.9,725.6,2040.7,94.9,7.2,42,30,15954,144746,35255,99156,22952,4611,348,2039,1456
Alabama,2016,4863300,700.5,2006.3,241.1,388.2,8.4,39.4,96.4,143362,34065,97574,11723,25886,18877,407,1916,4686
Alabama,2017,4874747,645.7,2048.1,263.4,387.8,8.3,41.6,86.5,144160,31477,99842,12841,25551,18902,404,2028,4217
Alabama,2018,4887871,590.1,1958.9,268.3,387.6,7.8,40.8,83.4,137700,28841,95747,13112,25399,18944,383,1996,4076
Alabama,2019,4903185,531.9,1886.1,256.5,381,7.3,42.2,80.4,131133,26079,92477,12577,25046,18679,358,2068,3941
Alaska,1960,226167,332.1,970.5,242.3,45.1,10.2,20.8,28.3,3494,751,2195,548,236,102,23,47,64
Alaska,1961,234000,380.8,950,209.8,51.7,11.5,13.2,12.4,3605,891,2223,491,208,121,27,31,29
Alaska,1962,246000,351.6,985.4,227.6,54.5,4.5,18.7,13.8,3849,865,2424,560,225,134,11,46,34
Alaska,1963,248000,381.5,1213.7,357.7,66.1,6.5,14.9,22.2,4843,946,3010,887,272,164,16,37,55
Alaska,1964,250000,443.6,1218.4,354,96,10.4,22.4,21.2,5040,1109,3046,885,375,240,26,56,53
Alaska,1965,253000,554.5,1492.9,407.1,85,6.3,17.8,39.9,6210,1403,3777,1030,377,215,16,45,101
Alaska,1966,272000,593,1600.7,441.5,82,12.9,19.5,36,7168,1613,4354,1201,409,223,35,53,98
Alaska,1967,272000,688.6,1630.9,404.4,98.2,9.6,17.6,35.3,7409,1873,4436,1100,437,267,26,48,96
Alaska,1968,277000,747.3,1915.9,482.3,90.6,10.5,21.7,52.7,8713,2070,5307,1336,486,251,29,60,146
Alaska,1969,282000,870.6,2196.8,591.5,113.8,10.6,29.4,67.4,10318,2455,6195,1668,624,321,30,83,190
Alaska,1970,302173,789.9,2182.5,551.3,167.8,12.2,26.1,71.8,10648,2387,6595,1666,840,507,37,79,217
Alaska,1971,313000,848.6,2438,522.7,231.3,13.4,43.5,67.1,11923,2656,7631,1636,1112,724,42,136,210
Alaska,1972,325000,970.8,2639.1,498.2,252.6,9.5,41.8,66.5,13351,3155,8577,1619,1204,821,31,136,216
Alaska,1973,330000,1167.3,2865.5,526.1,263,10,44.5,67,15044,3852,9456,1736,1269,868,33,147,221
Alaska,1974,337000,1166.8,2972.1,647.8,301.8,13.6,49.3,88.4,16131,3932,10016,2183,1527,1017,46,166,298
Alaska,1975,352000,1214.5,3522.4,919.9,353.4,12.2,44.6,129.5,19912,4275,12399,3238,1900,1244,43,157,456
Alaska,1976,382000,1218.1,3656.8,805.8,357.1,11.3,46.9,124.9,21700,4653,13969,3078,2063,1364,43,179,477
Alaska,1977,407000,1331.7,3369.8,753.3,284,10.8,51.6,96.8,22201,5420,13715,3066,1804,1156,44,210,394
Alaska,1978,403000,1339.2,3603.5,661.5,282.1,12.9,55.6,91.3,22585,5397,14522,2666,1781,1137,52,224,368
Alaska,1979,406000,1383.3,3713.3,616,296.3,13.3,71.9,109.6,23193,5616,15076,2501,1994,1203,54,292,445
Alaska,1980,440142,1259.8,3388.9,561,288.5,8.9,56.8,81.8,22930,5545,14916,2469,1919,1270,39,250,360
Alaska,1981,412000,1329.9,3958.7,690.5,384.5,14.6,102.2,114.6,24634,5479,16310,2845,2537,1584,60,421,472
Alaska,1982,438000,1188.1,3806.4,594.3,386.1,18.5,85.4,133.8,24479,5204,16672,2603,2732,1691,81,374,586
Alaska,1983,479000,1194.2,3566.8,643.8,401.5,13.8,101.5,97.1,25889,5720,17085,3084,2940,1923,66,486,465
Alaska,1984,500000,1236.8,3628,628.8,409,11.6,91.6,109.4,27468,6184,18140,3144,3108,2045,58,458,547
Alaska,1985,521000,1191.7,3497.1,606.3,401.9,9.8,77.2,92.9,27588,6209,18220,3159,3031,2094,51,402,484
Alaska,1986,534000,1161.8,3909.9,603.7,401.1,8.6,72.7,88,30307,6204,20879,3224,3046,2142,46,388,470
Alaska,1987,525000,970.1,3465.7,486.3,307.2,10.1,65,73.1,25841,5093,18195,2553,2391,1613,53,341,384
Alaska,1988,513000,842.3,3101.6,455,386.5,5.7,57.7,72.9,22566,4321,15911,2334,2682,1983,29,296,374
Alaska,1989,527000,826.9,3000.2,455,369.3,8,52.9,67.6,22567,4358,15811,2398,2623,1946,42,279,356
Alaska,1990,550043,894.3,3168.5,565.4,367.4,7.5,72.9,76.7,25457,4919,17428,3110,2885,2021,41,401,422
Alaska,1991,570000,979.3,3574.6,533.9,401.6,7.4,91.8,113.2,29000,5582,20375,3043,3499,2289,42,523,645
Alaska,1992,587000,880.7,3531.2,497.1,445.3,7.5,98.6,109,28816,5170,20728,2918,3877,2614,44,579,640
Alaska,1993,599000,816.9,3539.4,450.9,545.6,9,83.8,122.4,28795,4893,21201,2701,4557,3268,54,502,733
Alaska,1994,606000,800,3601.3,540.4,544.9,6.3,69,146.2,29947,4848,21824,3275,4644,3302,38,418,886
Alaska,1995,604000,836.9,3624.3,521.7,526.3,9.1,80.3,155.1,30097,5055,21891,3151,4656,3179,55,485,937
Alaska,1996,607000,843.2,3386.7,492.9,537.7,7.4,65.6,117,28667,5118,20557,2992,4417,3264,45,398,710
Alaska,1997,609000,702.1,3412.2,457.1,519.7,8.9,66.2,106.4,27840,4276,20780,2784,4270,3165,54,403,648
Alaska,1998,614000,667.4,3031.1,424.6,492,6.7,68.6,86.6,25316,4098,18611,2607,4015,3021,41,421,532
Alaska,1999,619500,611.3,2688.3,429.1,447.6,8.4,83.5,91.4,23099,3787,16654,2658,3908,2773,52,517,566
Alaska,2000,626932,621.9,2685.8,374.8,405.1,4.3,79.3,78.2,23087,3899,16838,2350,3554,2540,27,497,490
Alaska,2001,633630,607.1,2634.8,413.2,423.1,6.2,79.1,81.1,23160,3847,16695,2618,3735,2681,39,501,514
Alaska,2002,641482,609.2,2765.3,385.2,404.4,5.1,79.7,76.2,24118,3908,17739,2471,3627,2594,33,511,489
Alaska,2003,648280,597.6,2784.4,379.6,429.9,6,93.3,68.8,24386,3874,18051,2461,3877,2787,39,605,446
Alaska,2004,657755,573.6,2456.7,340.6,473.9,5.6,84.8,68,22172,3773,16159,2240,4159,3117,37,558,447
Alaska,2005,663253,622.8,2601,391,465.4,4.8,81.1,81,23975,4131,17249,2595,4194,3087,32,538,537
Alaska,2006,670053,620.1,2579.5,378.5,516.7,5.4,76.4,89.5,23975,4155,17284,2536,4610,3462,36,512,600
Alaska,2007,683478,546.3,2476.9,356,490.3,6.3,79.7,85,23096,3734,16929,2433,4520,3351,43,545,581
Alaska,2008,686293,471.7,2218.4,237.2,489,3.9,65.1,94,20090,3237,15225,1628,4475,3356,27,447,645
Alaska,2009,698473,515.4,2183.5,241.5,463.2,3.1,73.4,93.6,20538,3600,15251,1687,4424,3235,22,513,654
Alaska,2010,714146,434.8,2175.3,226.7,473.2,4.3,74.6,83.2,20259,3105,15535,1619,4537,3379,31,533,594
Alaska,2011,723860,394,2052.1,191.7,466.1,4.1,60.2,79.6,19094,2852,14854,1388,4416,3374,30,436,576
Alaska,2012,731449,403.3,2128,208.1,433.2,4.1,79.7,86.1,20037,2950,15565,1522,4412,3169,30,583,630
Alaska,2013,735132,2885.2,396.7,2258,84.9,4.6,125.4,87.6,3128,21210,2916,16599,4708,624,34,922,644
Alaska,2014,736732,2760,427.6,2096.4,85.4,5.6,104.7,75.3,3243,20334,3150,15445,4684,629,41,771,555
Alaska,2015,738432,2817.6,475.5,2065.1,103.1,8,122,88,3671,20806,3511,15249,5392,761,59,901,650
Alaska,2016,741894,546.3,2394.7,412.1,540.6,7,141.9,114.6,24876,4053,17766,3057,5966,4011,52,1053,850
Alaska,2017,739795,563.8,2402.7,575.6,575.4,8.4,116.7,128.5,26204,4171,17775,4258,6133,4257,62,863,951
Alaska,2018,737438,539.6,2219,541.9,595.4,6.4,161.6,121.5,24339,3979,16364,3996,6526,4391,47,1192,896
Alaska,2019,731545,487.1,2066,357.7,596,9.4,148.7,112.9,21294,3563,15114,2617,6343,4360,69,1088,826
Arizona,1960,1302161,685.5,1782.2,338.4,131.4,6,16.1,54.2,36539,8926,23207,4406,2704,1711,78,209,706
Arizona,1961,1391000,737.7,1876.3,355.4,87.6,6,14.4,56.5,41304,10262,26099,4943,2288,1218,84,200,786
Arizona,1962,1509000,774.9,1895.6,357.6,97.7,5.7,13.1,56.4,45694,11693,28605,5396,2610,1475,86,198,851
Arizona,1963,1559000,830.3,2002.1,368,116.4,6,14.2,57.5,49894,12944,31213,5737,3027,1815,93,222,897
Arizona,1964,1581000,868.2,2225.8,338.3,130.2,5.2,16.4,61.2,54264,13726,35190,5348,3368,2059,83,259,967
Arizona,1965,1608000,816.5,2251.7,287.3,113.9,5,17.8,55.7,53957,13129,36208,4620,3092,1831,80,286,895
Arizona,1966,1618000,931.1,2630.1,372.3,122.4,6.1,18.3,55.5,63645,15066,42555,6024,3272,1980,98,296,898
Arizona,1967,1634000,1137.3,3055.3,407.2,141,5.6,16.7,74.9,75160,18583,49923,6654,3892,2304,91,273,1224
Arizona,1968,1670000,1167.4,3022.2,421.2,151.9,6.3,18.7,86.7,77001,19496,50471,7034,4402,2536,105,313,1448
Arizona,1969,1693000,1302.6,3144.2,438.6,210.2,6,23,99.9,82710,22053,53231,7426,5742,3558,102,390,1692
Arizona,1970,1772482,1493,3549.7,501.2,213.7,9.5,27,120.2,98265,26464,62918,8883,6564,3788,168,478,2130
Arizona,1971,1849000,1435.9,3654.2,450.8,250.7,6.7,29.9,113.3,102451,26549,67566,8336,7407,4635,124,553,2095
Arizona,1972,1945000,1615.9,3438.7,429.8,287.4,7.3,33.4,120.8,106671,31429,66883,8359,8731,5589,142,650,2350
Arizona,1973,2058000,1958.3,3720.1,545.6,293.6,8.1,31,147.3,128089,40301,76560,11228,9877,6042,167,637,3031
Arizona,1974,2153000,2534,4518.6,602.3,315.5,9.6,37.5,204.2,164811,54557,97286,12968,12202,6793,206,807,4396
Arizona,1975,2224000,2529.9,4747.7,516.1,333.8,8.6,35.5,170,173331,56265,105588,11478,12184,7424,191,789,3780
Arizona,1976,2270000,2366.6,4642.7,421.8,287.9,7.8,29.7,129.9,168686,53722,105389,9575,10335,6535,177,674,2949
Arizona,1977,2296000,2346.1,4467.4,439.5,312.3,9.5,34.2,138.2,166528,53866,102571,10091,11347,7171,217,786,3173
Arizona,1978,2354000,2082.5,4504.8,464.4,335.6,9.4,44.2,162.9,165998,49023,106042,10933,12996,7900,221,1040,3835
Arizona,1979,2450000,1996.6,4774.5,493.3,362.6,8.9,45.7,175.7,177977,48916,116976,12085,14528,8884,219,1120,4305
Arizona,1980,2715357,2155.4,4891.2,473.3,401.8,10.3,45.2,193.6,204193,58527,132814,12852,17673,10909,279,1227,5258
Arizona,1981,2793000,2064.3,4563.9,410,352,8.1,38.1,177.6,196575,57655,127469,11451,16082,9830,227,1064,4961
Arizona,1982,2860000,1883.3,4360.9,369.8,311.6,8.3,38.5,158.6,189161,53861,124723,10577,14785,8912,236,1100,4537
Arizona,1983,2963000,1668.6,3871.8,357,312.7,7.2,41.9,132.4,174740,49440,114721,10579,14642,9265,213,1241,3923
Arizona,1984,3053000,1714,3884.8,384.5,334.1,7.8,43.1,131.1,182670,52327,118604,11739,15756,10199,238,1316,4003
Arizona,1985,3187000,1869.6,4258.6,385.5,402.3,8,45.7,146.5,207591,59585,135720,12286,19202,12820,254,1458,4670
Arizona,1986,3317000,1907.7,4336.6,418.8,436.8,9.3,43,169.2,221015,63278,143845,13892,21835,14489,307,1425,5614
Arizona,1987,3386000,1626.1,4527.3,422.6,425.5,7.5,41.2,138.4,222663,55059,153296,14308,20742,14406,253,1396,4687
Arizona,1988,3466000,1580.3,4821.7,459.1,425.8,8.5,38.8,137,237808,54773,167121,15914,21147,14758,294,1345,4750
Arizona,1989,3556000,1667.2,5106.1,686.9,417.7,6.7,36.2,139,265284,59284,181574,24426,21320,14853,237,1286,4944
Arizona,1990,3665228,1669.9,4703,863.5,442.8,7.7,40.9,160.9,265229,61206,172375,31648,23911,16230,284,1500,5897
Arizona,1991,3750000,1607.5,4266.3,861.1,454.8,7.8,42.4,165.7,252559,60281,159987,32291,25152,17056,291,1590,6215
Arizona,1992,3832000,1411.7,4124.6,821.5,466.6,8.1,43,153.1,243629,54095,158053,31481,25706,17880,312,1647,5867
Arizona,1993,3936000,1465.5,4387.4,863.8,505.7,8.6,37.8,162.9,264371,57684,172689,33998,28142,19903,339,1488,6412
Arizona,1994,4075000,1476.2,4678.5,1066.7,494.7,10.5,36,162,294273,60157,190649,43467,28653,20161,426,1465,6601
Arizona,1995,4218000,1416.8,4925.6,1157.7,495.7,10.4,33.6,173.8,316355,59762,207763,48830,30095,20909,439,1418,7329
Arizona,1996,4428000,1256.3,4252.5,926.7,424,8.5,31.2,167.8,284964,55630,188300,41034,27963,18776,377,1381,7429
Arizona,1997,4555000,1318.9,4282,970.4,417.1,8.2,32.8,165.7,299323,60077,195045,44201,28411,18997,375,1492,7547
Arizona,1998,4669000,1209.5,3922.4,865.1,373.6,8.1,31.1,165.2,280001,56473,183137,40391,26984,17442,376,1451,7715
Arizona,1999,4778332,1034.3,3510.2,800.4,361.6,8,28.9,152.5,255401,49423,167731,38247,26334,17279,384,1383,7288
Arizona,2000,5130632,1011.6,3444.1,842.1,347.7,7,30.7,146.3,271811,51902,176705,43204,27281,17841,359,1577,7504
Arizona,2001,5306966,1033,3520.8,983.7,337.1,7.5,28.6,167.1,293874,54821,186850,52203,28675,17889,400,1518,8868
Arizona,2002,5441125,1085.9,3704,1059.9,370.8,7.1,29.6,147,318296,59087,201541,57668,30171,20176,387,1608,8000
Arizona,2003,5579222,1050.6,3561.9,1021.6,335.6,7.9,33.3,136.6,314335,58613,198725,56997,28638,18722,441,1856,7619
Arizona,2004,5739879,991,3118.7,963.5,329.6,7.2,33,134.5,291203,56885,179012,55306,28952,18921,414,1896,7721
Arizona,2005,5953007,946.2,2958,922,326.7,7.5,33.7,144.1,287345,56328,176112,54905,30478,19448,445,2006,8579
Arizona,2006,6166318,963.6,2891.9,918.7,340.3,8.6,39.7,153.9,294389,59418,178321,56650,33456,20983,533,2449,9491
Arizona,2007,6338755,946.4,2793.5,792.6,318.2,8.6,37.1,154,287308,59988,177076,50244,32835,20170,548,2353,9764
Arizona,2008,6500180,901.6,2607,593.6,293.8,7.1,33.8,150.9,266653,58606,169460,38587,31567,19096,462,2200,9809
Arizona,2009,6595778,823.4,2364.8,400.8,261.8,5.8,34.6,124.3,236721,54308,155976,26437,28128,17270,380,2279,8199
Arizona,2010,6413158,794.2,2403.4,338.9,264.7,6.4,34.2,108.4,226802,50932,154137,21733,26528,16976,408,2191,6953
Arizona,2011,6467315,845.7,2402.9,306.2,259,6.1,38.6,110.5,229896,54695,155400,19801,26789,16748,397,2499,7145
Arizona,2012,6553255,807.8,2439.1,292.3,276,5.5,34.7,112.7,231930,52934,159838,19158,28108,18087,358,2277,7386
Arizona,2013,6626624,3399.1,732.4,2403.5,101.1,5.4,46,35.4,17490,225243,48533,159272,27599,6702,357,3050,2343
Arizona,2014,6731484,3197.5,647.1,2289.1,92.8,4.7,50.2,36.6,16970,215240,43562,154091,26916,6249,319,3378,2464
Arizona,2015,6828065,3033.2,555.9,2231.5,93.1,4.5,45.5,33.6,18235,207107,37957,152365,28012,6360,309,3108,2294
Arizona,2016,6931071,544.4,2168.1,265.8,315.4,5.5,47.5,101.8,206432,37736,150275,18421,32583,21858,380,3290,7055
Arizona,2017,7016270,536.3,2107,271.6,345,5.9,51,106,204515,37627,147830,19058,35644,24207,416,3581,7440
Arizona,2018,7171646,439.7,1970.3,266.9,328.1,5.1,50.7,91,191974,31532,141303,19139,34058,23528,369,3638,6523
Arizona,2019,7278717,394.3,1796.9,249.4,311.9,5,50.3,88.1,177638,28699,130788,18151,33141,22704,365,3662,6410
Arkansas,1960,1786272,302.2,573.8,50.3,65.5,8.5,8.9,24.8,16548,5399,10250,899,1924,1170,152,159,443
Arkansas,1961,1797000,308.1,568.2,60.6,59.5,9.1,7.2,24.8,16836,5536,10211,1089,1809,1070,163,130,446
Arkansas,1962,1823000,311.7,612.7,73.9,54.8,7.9,6.8,21.9,18199,5683,11169,1347,1667,999,144,124,400
Arkansas,1963,1858000,327.6,662.8,83.3,68.6,7.4,6.1,25.1,19949,6087,12315,1547,1991,1275,137,113,466
Arkansas,1964,1933000,369.1,756.4,97.1,91.7,7.6,8.1,29.2,23633,7135,14622,1876,2641,1772,147,157,565
Arkansas,1965,1960000,323.7,727.2,87.5,95.9,5.9,10.4,23.7,22313,6344,14254,1715,2662,1879,115,203,465
Arkansas,1966,1955000,360.3,774.4,85.2,116.6,7.1,9.8,29.4,23850,7044,15140,1666,3185,2280,139,192,574
Arkansas,1967,1968000,443.9,879.1,86,161.3,8.8,14.2,35.2,27728,8735,17301,1692,4320,3175,173,279,693
Arkansas,1968,2012000,569.7,1068.9,103.2,151.7,8.1,17.3,39.6,35046,11463,21506,2077,4360,3052,163,349,796
Arkansas,1969,1995000,651.1,1206.5,110.9,148.4,9.9,17.4,44.4,39271,12989,24069,2213,4390,2961,197,347,885
Arkansas,1970,1923295,759.4,1320,119.4,149.5,10.1,17.1,45.6,42290,14606,25388,2296,4276,2876,195,328,877
Arkansas,1971,1944000,720.9,1243.5,123.1,164.5,10.5,17.1,48.7,40581,14014,24173,2394,4680,3197,204,332,947
Arkansas,1972,1978000,735.1,1258.4,114.2,162.2,10.4,17.3,54.8,41690,14541,24891,2258,4840,3208,206,342,1084
Arkansas,1973,2037000,888,1433.7,144.9,190,8.8,19.5,71.5,50244,18088,29204,2952,5905,3871,180,398,1456
Arkansas,1974,2062000,1075.2,1745.3,163.9,200.5,11.2,23.9,80.7,61539,22170,35989,3380,6521,4134,231,492,1664
Arkansas,1975,2116000,1077.1,1947,167.8,224.7,10.1,25.9,87.6,67540,22791,41199,3550,7369,4755,213,547,1854
Arkansas,1976,2109000,937.5,2013.9,151.4,192.9,10.1,24.2,76.7,65437,19771,42474,3192,6410,4069,213,510,1618
Arkansas,1977,2144000,972.6,1862.1,183.4,203.4,8.8,27.6,83.2,64709,20852,39924,3933,6924,4360,188,592,1784
Arkansas,1978,2186000,967.1,1950.9,199.6,231.9,9.1,23.1,80,68151,21140,42647,4364,7522,5070,199,505,1748
Arkansas,1979,2180000,984.3,2076.5,193.8,255.3,9.1,27.3,74.6,70949,21457,45267,4225,7984,5565,198,595,1626
Arkansas,1980,2284037,1119,2169.8,187.1,218.4,9.2,26.7,80.9,79390,25559,49558,4273,7656,4989,210,609,1848
Arkansas,1981,2294000,1078.1,2221.4,186.6,198.6,9.1,25.2,77.4,79972,24732,50959,4281,7119,4557,209,577,1776
Arkansas,1982,2291000,1071.5,2289.4,186,210.6,8.2,27.1,78.8,81259,24547,52450,4262,7438,4824,187,622,1805
Arkansas,1983,2328000,961.3,2067.9,173.7,195.5,7.6,25.2,69.3,74563,22380,48140,4043,6930,4552,178,586,1614
Arkansas,1984,2349000,885.9,1992.6,167.6,216.6,7.5,29.7,67.6,71554,20810,46807,3937,7549,5089,176,697,1587
Arkansas,1985,2359000,941.4,2117.7,178.4,242,7.9,29.1,68.5,76372,22207,49957,4208,8199,5709,187,686,1617
Arkansas,1986,2372000,1029.9,2305.1,194.9,278.2,8.1,28.9,79.7,83729,24429,54677,4623,9365,6598,191,686,1890
Arkansas,1987,2388000,1078,2548.7,206.5,292.6,7.6,32.6,79.1,91537,25743,60862,4932,9839,6988,182,779,1890
Arkansas,1988,2422000,1091.8,2492.3,212.9,297.6,8.7,32.2,84.1,91962,26443,60363,5156,10237,7209,211,780,2037
Arkansas,1989,2406000,1194.4,2621.9,265.6,316.3,8.4,38.4,110.6,98213,28738,63084,6391,11397,7610,203,924,2660
Arkansas,1990,2350725,1210.9,2834.4,289.4,365.4,10.3,43.3,113.2,101897,28464,66630,6803,12511,8590,241,1019,2661
Arkansas,1991,2372000,1226.5,3013.8,341.4,401.9,11.1,44.6,135.6,108677,29093,71487,8097,14072,9533,264,1058,3217
Arkansas,1992,2399000,1092.7,2763.2,329.3,399,10.8,41.3,125.5,100402,26214,66288,7900,13831,9571,259,990,3011
Arkansas,1993,2424000,1099.3,2795.7,322.5,415.8,10.2,42.4,124.9,102231,26646,67767,7818,14381,10079,247,1028,3027
