State,Year,Population,Rates-Burglary,Rates-Larceny,Rates-Motor,Rates-Assault,Rates-Murder,Rates-Rape,Rates-Robbery,All,Burglary,Larceny,Motor,Total-All-V,Assault,Murder,Rape,Robbery
Idaho,1960,667191,301.4,1331.4,100,14.8,2.4,7.2,13.8,11561,2011,8883,667,255,99,16,48,92
Idaho,1961,684000,322.1,1394.7,113,14.6,2,6.4,9.4,12516,2203,9540,773,222,100,14,44,64
Idaho,1962,698000,352.1,1423.9,118.9,17.9,3,3.6,9,13227,2458,9939,830,234,125,21,25,63
Idaho,1963,713000,337.3,1394,98.2,30.6,2.5,5.5,12.2,13044,2405,9939,700,362,218,18,39,87
Idaho,1964,692000,330.2,1445.1,96.8,57.4,4,5.9,10.3,12955,2285,10000,670,537,397,28,41,71
Idaho,1965,692000,358.8,1450.1,102.3,53.6,2,5.5,10.1,13226,2483,10035,708,493,371,14,38,70
Idaho,1966,694000,389.9,1451.9,103.2,46.1,3,9.5,7.8,13498,2706,10076,716,461,320,21,66,54
Idaho,1967,699000,405.9,1318.6,112.9,44.5,4.3,8.7,10.9,12843,2837,9217,789,478,311,30,61,76
Idaho,1968,705000,470.6,1459.1,118.2,51.1,2.3,8.4,11.8,14438,3318,10287,833,518,360,16,59,83
Idaho,1969,718000,590,1894.6,131.5,83.6,1.9,10,16.7,18783,4236,13603,944,806,600,14,72,120
Idaho,1970,713008,673.6,2213.7,144.2,85.8,4.6,12.3,20.5,21615,4803,15784,1028,879,612,33,88,146
Idaho,1971,732000,741.8,2473.9,166.5,89.2,3.3,10.5,22.3,24758,5430,18109,1219,917,653,24,77,163
Idaho,1972,756000,754.6,2338.4,183.9,103.4,3.8,15.6,20.6,24773,5705,17678,1390,1085,782,29,118,156
Idaho,1973,770000,848.8,2237.8,207,120.5,2.6,14.2,26.9,25361,6536,17231,1594,1264,928,20,109,207
Idaho,1974,799000,1001.8,2683.5,214,123.8,5.6,16,37.9,31155,8004,21441,1710,1465,989,45,128,303
Idaho,1975,820000,1063,2651.3,223,140.4,5.2,16.1,42,32287,8717,21741,1829,1670,1151,43,132,344
Idaho,1976,831000,1036.7,2776.9,230.2,162.8,5.3,18.7,40,33604,8615,23076,1913,1884,1353,44,155,332
Idaho,1977,857000,1050.8,2599.6,237.6,172.5,5.5,19.4,39.6,33320,9005,22279,2036,2030,1478,47,166,339
Idaho,1978,878000,1038.4,2496.2,243.7,171.9,5.4,19.2,40,33174,9117,21917,2140,2076,1509,47,169,351
Idaho,1979,905000,1075,2605.2,271.8,219.4,5.4,20.6,43.3,35766,9729,23577,2460,2613,1986,49,186,392
Idaho,1980,943629,1238.9,2993,236.9,241.1,3.1,22.4,46.8,42169,11691,28243,2235,2957,2275,29,211,442
Idaho,1981,959000,1173.6,2859.5,214.3,220.4,4.5,20.6,37.7,40733,11255,27423,2055,2717,2114,43,198,362
Idaho,1982,965000,1031.9,2617.2,174.9,209.8,2.5,16.6,30.3,36902,9958,25256,1688,2501,2025,24,160,292
Idaho,1983,989000,930.8,2525.7,170.6,189.6,3.5,18.3,27.3,35872,9206,24979,1687,2361,1875,35,181,270
Idaho,1984,1001000,874.2,2411.4,150.7,188.8,3.4,18.7,24.4,34398,8751,24138,1509,2355,1890,34,187,244
Idaho,1985,1005000,887.3,2604,182,186.8,2.2,19.1,26.8,36916,8917,26170,1829,2360,1877,22,192,269
Idaho,1986,1003000,1003.5,2799.7,181.3,178,3.2,20,21.3,39964,10065,28081,1818,2232,1785,32,201,214
Idaho,1987,998000,976.8,2797.9,167.4,169.3,3.1,17.5,24.2,39342,9748,27923,1671,2138,1690,31,175,242
Idaho,1988,999000,870,2692,176.3,193,3.6,17.9,20.2,37345,8691,26893,1761,2345,1928,36,179,202
Idaho,1989,1014000,872.1,2645.5,158.8,213.8,2.6,23.3,15,37278,8843,26825,1610,2582,2168,26,236,152
Idaho,1990,1006749,813.2,2802.7,165.5,230.7,2.7,27.3,15,38069,8187,28216,1666,2776,2323,27,275,151
Idaho,1991,1039000,826,2901.2,178.3,238.9,1.8,28.9,20.7,40578,8582,30143,1853,3016,2482,19,300,215
Idaho,1992,1067000,743.6,2813.8,157.4,224.7,3.5,31.8,21.5,39636,7934,30023,1679,3003,2398,37,339,229
Idaho,1993,1099000,668.8,2711.1,183.4,226.7,2.9,35.3,16.9,39161,7350,29795,2016,3097,2491,32,388,186
Idaho,1994,1133000,719.1,2877.1,195.1,235.9,3.5,27.9,18.4,42954,8147,32597,2210,3238,2673,40,316,209
Idaho,1995,1163000,779.8,3057.6,242,265.5,4.1,28.4,24,47444,9069,35560,2815,3745,3088,48,330,279
Idaho,1996,1189000,709.1,2848.8,187.5,217,3.6,26.3,20.3,44532,8431,33872,2229,3177,2580,43,313,241
Idaho,1997,1210000,758.3,2709.4,200.7,205,3.2,28.9,19.6,44388,9175,32784,2429,3107,2481,39,350,237
Idaho,1998,1229000,693.1,2553.7,185.7,226.4,2.9,31.4,21.5,42185,8518,31385,2282,3468,2782,36,386,264
Idaho,1999,1251700,610.4,2143,151.6,191.8,2,33.3,17.8,36363,7641,26824,1898,3066,2401,25,417,223
Idaho,2000,1293953,566.5,2206,161.2,204.3,1.2,29.7,17.2,37961,7330,28545,2086,3267,2644,16,384,223
Idaho,2001,1320585,568.5,2141.9,180.9,190.1,2.3,32.2,18.6,38181,7507,28285,2389,3211,2511,30,425,245
Idaho,2002,1343124,554,2163.6,195.6,197,2.7,37,17.9,39128,7441,29060,2627,3419,2646,36,497,240
Idaho,2003,1367034,573.3,2162.3,193.6,187,1.9,39.1,17.9,40042,7837,29559,2646,3362,2556,26,535,245
Idaho,2004,1395140,549.8,2034.8,196.3,185.4,2.2,42.6,17.3,38799,7671,28389,2739,3452,2586,31,594,241
Idaho,2005,1429367,564.3,1931,202,195.3,2.4,40.4,18.6,38556,8066,27606,2884,3670,2792,35,577,266
Idaho,2006,1466465,514.5,1715.3,166.1,185.9,2.4,41.7,20,35135,7545,25154,2436,3666,2726,35,611,294
Idaho,2007,1499402,475.6,1649.1,151.1,196.2,3.3,40.5,16.2,34124,7131,24727,2266,3841,2942,49,607,243
Idaho,2008,1523816,442.8,1544.3,108.9,186.3,1.5,38,15.7,31940,6748,23532,1660,3680,2839,23,579,239
Idaho,2009,1545801,432.3,1492.2,95.2,191,1.6,37.2,16.4,31220,6682,23066,1472,3805,2952,24,575,254
Idaho,2010,1571102,414.5,1501.7,84.6,171.6,1.4,33.9,13.6,31436,6513,23594,1329,3464,2696,22,533,213
Idaho,2011,1583744,436.6,1555.1,84,160.1,2.2,28,11.9,32875,6915,24629,1331,3202,2535,35,444,188
Idaho,2012,1595728,450.3,1447.7,85.5,160.9,1.8,30,15.2,31651,7186,23101,1364,3318,2567,29,479,243
Idaho,2013,1612136,1864.3,411.9,1357.1,13.6,1.7,40.6,28.3,2596,30055,6640,21879,3498,220,27,655,457
Idaho,2014,1634464,1854.8,393.3,1359.9,12.5,2,37.3,28.6,2623,30316,6428,22227,3468,204,32,609,468
Idaho,2015,1654930,1743.8,370,1260.7,11.6,1.9,41.9,32.2,2650,28858,6124,20863,3568,192,32,694,533
Idaho,2016,1683140,375.4,1245.4,123.4,172,2.9,42.7,12.7,29357,6318,20962,2077,3876,2895,49,719,213
Idaho,2017,1716943,329.4,1181.1,125,172,1.9,41.2,11.4,28079,5655,20278,2146,3888,2953,32,707,196
Idaho,2018,1754208,281.6,1067.8,112,168.6,2,45.1,11.4,25636,4940,18732,1964,3983,2957,35,791,200
Idaho,2019,1787065,219.7,911.8,87.9,167.9,2,45.3,8.7,21793,3927,16295,1571,4000,3001,35,809,155
Illinois,1960,10081158,577.7,1045.7,353.3,133.8,4.9,17.6,208.8,199283,58241,105423,35619,36802,13492,489,1773,21048
Illinois,1961,10258000,586.9,1140.6,354.8,135.7,4.8,17.2,204.5,213602,60204,117006,36392,37156,13920,492,1767,20977
Illinois,1962,10146000,555.7,1235,371.7,158.3,5.3,18.6,201.5,219393,56377,125306,37710,38926,16063,537,1884,20442
Illinois,1963,10182000,541.3,1332.1,381.6,122.7,5.1,13.9,188.5,229605,55117,135634,38854,33627,12495,523,1416,19193
Illinois,1964,10489000,547.4,1380.3,405.7,149.2,5.5,15,182.3,244754,57416,144783,42555,36916,15652,572,1569,19123
Illinois,1965,10644000,550.2,1293.1,379.9,136.7,5.2,16,164.7,236638,58566,137634,40438,34345,14553,551,1706,17535
Illinois,1966,10722000,560.5,1418.6,415.3,156.4,6.9,16.6,184.9,256731,60099,152102,44530,39116,16770,745,1777,19824
Illinois,1967,10893000,608.5,1486.1,421.7,168.3,7.3,17.9,200.9,274089,66282,161876,45931,42956,18331,793,1953,21879
Illinois,1968,10974000,683.6,1705.2,441,172,8.1,16.4,211.5,310546,75013,187133,48400,44776,18876,893,1798,23209
Illinois,1969,11047000,738.7,1806.8,474.5,184,8.6,19.1,236.7,333618,81602,199600,52416,49543,20327,950,2113,26153
Illinois,1970,11113976,765.4,2028.4,517.8,186.8,9.6,20.4,251.1,368055,85067,225437,57551,52006,20762,1066,2270,27908
Illinois,1971,11196000,836.7,2095.6,475.8,187.9,9.6,21.6,258.1,381567,93682,234618,53267,53436,21039,1079,2418,28900
Illinois,1972,11251000,846.1,1994,443,215.9,8.8,23.3,260.1,369377,95190,224344,49843,57162,24287,985,2623,29267
Illinois,1973,11236000,1025.1,2236.2,507.7,248.7,10.4,24,272.8,423492,115183,251263,57046,62457,27949,1163,2694,30651
Illinois,1974,11131000,1264.2,2761.5,531.4,274.2,11.8,27.7,313.4,507254,140717,307382,59155,69806,30523,1319,3082,34882
Illinois,1975,11145000,1409.7,3030,593.5,308.1,10.6,25.7,325.8,560955,157110,337698,66147,74699,34343,1179,2869,36308
Illinois,1976,11229000,1258.4,2991.8,579.3,303.7,10.3,24.6,287.1,542301,141305,335946,65050,70266,34099,1161,2763,32243
Illinois,1977,11245000,1257,2828.5,611.7,314.3,9.9,26.1,280.3,528191,141346,318062,68783,70910,35345,1109,2932,31524
Illinois,1978,11243000,1350.7,2969.9,622.5,345.9,9.9,28,292.9,555753,151854,333910,69989,76084,38893,1108,3151,32932
Illinois,1979,11230000,1440.6,3170.6,676,379.2,10.7,33,321.1,593750,161776,356062,75912,83540,42579,1203,3702,36056
Illinois,1980,11355062,1559.6,3252.5,649,395.6,10.6,34.8,367,620107,177099,369319,73689,91753,44923,1205,3950,41675
Illinois,1981,11455000,1511.5,3201.2,610.5,376.3,10.5,32.4,373.2,609767,173142,366696,69929,90781,43108,1205,3716,42752
Illinois,1982,11448000,1373.8,3093.2,599,388.8,8.8,29.9,346.8,579954,157273,354106,68575,88644,44515,1005,3424,39700
Illinois,1983,11486000,1292.4,2952,569,368,9.7,31.5,318.9,552857,148445,339061,65351,83629,42273,1112,3619,36625
Illinois,1984,11511000,1173.4,2820.3,585.6,380.9,9,31.2,303.8,527124,135068,324649,67407,83441,43849,1033,3594,34965
Illinois,1985,11535000,1135.8,2869.8,590.9,380.3,8,39.3,287.1,530205,131015,331030,68160,82448,43872,927,4529,33120
Illinois,1986,11533000,1179.8,2937.9,628.3,433.5,8.9,41.2,325.3,548311,136306,339418,72587,93454,50083,1023,4765,37583
Illinois,1987,11582000,1123.7,2957.1,539.5,435.2,8.3,38.4,314.3,535126,130147,342492,62487,92216,50400,967,4443,36406
Illinois,1988,11544000,1128.7,3076.5,605.3,450.6,8.6,38.5,312.7,555316,130292,355148,69876,93557,52020,991,4449,36097
Illinois,1989,11658000,1076,3109.9,607.4,465.4,9,35.7,335.7,558803,125441,362556,70806,98611,54261,1051,4161,39138
Illinois,1990,11430602,1063,3262,642.8,523.6,10.3,39.4,394,567841,121506,372862,73473,110575,59850,1182,4505,45038
Illinois,1991,11543000,1120,3317.5,655.3,531.8,11.3,40,456.1,587868,129284,382942,75642,119955,61387,1300,4615,52653
Illinois,1992,11631000,1077.3,3091.9,618.8,516.4,11.4,37.1,412.5,556900,125306,359618,71976,113664,60057,1322,4312,47973
Illinois,1993,11697000,1015.5,3084,558.7,532.6,11.4,34.6,381.2,544869,118788,360730,65351,112260,62298,1332,4046,44584
Illinois,1994,11752000,1005.1,3096.4,563.5,543.3,11.7,33.3,372.6,548222,118116,363888,66218,112928,63849,1378,3913,43788
Illinois,1995,11830000,917.6,3019,523,618.5,10.3,36.5,330.8,527572,108555,357143,61874,117836,73163,1221,4313,39139
Illinois,1996,11847000,913.2,3026.2,490.2,562.6,10,38.4,279.4,524777,108185,358515,58077,105482,66649,1179,4548,33106
Illinois,1997,11896000,870.5,2943.3,465.9,536.7,9.2,37.1,278.4,509113,103550,350140,55423,102476,63842,1096,4415,33123
Illinois,1998,12045000,811.9,2799.4,439.5,516.9,8.4,34,248.5,487915,97792,337191,52932,97291,62261,1008,4095,29927
Illinois,1999,12128370,711.7,2646.3,467.2,428.9,7.7,35.4,217.4,463939,86317,320954,56668,83621,52020,939,4297,26365
Illinois,2000,12419293,659.1,2521.6,404.7,408.5,7.2,31.6,206.5,445278,81850,313161,50267,81196,50731,898,3926,25641
Illinois,2001,12520227,632.2,2450.1,389.2,394.1,7.8,32,199.1,434648,79158,306757,48733,79270,49347,982,4010,24931
Illinois,2002,12586447,647,2417.1,356,358.4,7.6,34.7,201.1,430479,81440,304227,44812,75759,45114,961,4370,25314
Illinois,2003,12649087,619.4,2339.4,329.1,328.1,7.1,33.1,188,415885,78345,295907,41633,70376,41506,895,4189,23786
Illinois,2004,12712016,598.6,2257.9,317.6,328.7,6.1,33.2,177.6,403486,76088,287025,40373,69365,41783,780,4220,22582
Illinois,2005,12765427,608.2,2175,308,330.3,6,33.8,182.2,394670,77635,277662,39373,70496,42158,770,4313,23255
Illinois,2006,12831970,602.1,2124.2,293.3,318.4,6.1,31.8,185.3,387478,77259,272578,37641,69498,40858,780,4078,23782
Illinois,2007,12852548,587.6,2084.5,263.7,315.7,5.9,31.9,179.7,377322,75524,267911,33887,68528,40573,752,4103,23100
Illinois,2008,12901563,612.1,2068.1,252.5,300.9,6.1,31.9,186.4,378355,78968,266815,32572,67780,38818,790,4118,24054
Illinois,2009,12910409,603,1927.3,206.6,283.4,6,30.2,177.6,353347,77850,248821,26676,64185,36588,773,3901,22923
Illinois,2010,12841980,603.3,1889.7,225.1,256.8,5.5,23.9,158.7,349064,77472,242681,28911,57132,32976,704,3066,20386
Illinois,2011,12859752,604.4,1845.8,228.5,237.1,6.1,23.6,157.2,344468,77719,237362,29387,54523,30495,781,3030,20217
Illinois,2012,12875255,552.2,1826.9,199.5,230,5.8,27.7,151.2,332013,71101,235222,25690,53403,29618,744,3570,19471
Illinois,2013,12882135,2274.3,452.1,1659.8,137.6,5.5,33.1,25.4,26283,292983,58237,213813,48974,17722,706,4263,3276
Illinois,2014,12880580,2075.9,388.2,1552.2,118.8,5.3,32.3,23.9,27520,267385,50008,199926,47663,15299,685,4159,3081
Illinois,2015,12859995,1988.6,361.1,1490.2,115.9,5.8,37.5,27.6,28879,255729,46443,191634,49354,14910,744,4821,3549
Illinois,2016,12801539,374.9,1518.6,155.5,250.5,8.2,38.3,139.3,262306,47989,194407,19910,55854,32065,1054,4908,17827
Illinois,2017,12802023,339.5,1508.8,163.1,250.4,7.8,43.4,137.2,257497,43459,193157,20881,56180,32060,997,5556,17567
Illinois,2018,12741080,306.7,1472.3,153.8,239.7,6.9,46,111.5,246264,39080,187591,19593,51490,30539,884,5859,14208
Illinois,2019,12671821,271.7,1426.6,148.2,254,6.6,48,98.4,233984,34433,180776,18775,51561,32187,832,6078,12464
Indiana,1960,4662498,460.8,840.7,167.6,40.6,4.4,5.1,34.5,68496,21486,39196,7814,3945,1892,204,240,1609
Indiana,1961,4711000,470.4,899.6,176.8,37.6,4.1,5.3,38.8,72871,22162,42379,8330,4044,1773,192,250,1829
Indiana,1962,4715000,470.5,1049.3,194.1,40.7,3.5,6.1,38.5,80810,22183,49473,9154,4191,1921,167,289,1814
Indiana,1963,4694000,538.9,1195.7,213,44.5,2.8,8.1,47.3,91417,25294,56127,9996,4819,2090,130,380,2219
Indiana,1964,4825000,534.7,1287,225.6,64.5,3,10.5,58.1,98778,25797,62098,10883,6564,3110,147,505,2802
Indiana,1965,4885000,556.4,1230.6,246.5,65.6,3.5,10.6,57.4,99334,27178,60113,12043,6695,3204,173,516,2802
Indiana,1966,4918000,627.5,1286.7,275.5,68.9,4,10.6,62.8,107692,30859,63282,13551,7196,3390,197,520,3089
Indiana,1967,5000000,701.5,1389.3,338.9,67.8,3.8,12.7,78.7,121481,35074,69464,16943,8143,3389,188,633,3933
Indiana,1968,5067000,743.9,1562.5,411.9,81.4,4.8,14.6,101,137739,37693,79174,20872,10229,4126,243,741,5119
Indiana,1969,5118000,819,1677.8,394.5,82.7,5,16.9,93.6,147973,41916,85869,20188,10141,4234,255,864,4788
Indiana,1970,5193669,925.8,1874.2,450.3,99.6,4.9,19.9,110.3,168811,48084,97338,23389,12184,5171,253,1031,5729
Indiana,1971,5274000,969,1903.9,402.7,96.3,5.3,19.4,126,172758,51104,100414,21240,13031,5078,282,1025,6646
Indiana,1972,5291000,948.4,1850.7,365.5,105.4,6.1,22.5,111.1,167440,50180,97921,19339,12968,5577,321,1192,5878
Indiana,1973,5316000,1035.8,2043.3,389.9,118.2,7.3,23.3,108.8,184415,55064,108623,20728,13696,6284,388,1239,5785
Indiana,1974,5330000,1254.6,2396,393,127.3,8,23.5,134.4,215524,66870,127706,20948,15631,6783,427,1255,7166
Indiana,1975,5311000,1376.4,2813.9,388.3,143.3,8.5,24.3,156.8,243170,73103,149447,20620,17677,7609,449,1291,8328
Indiana,1976,5302000,1215.6,2769.9,372.4,156.3,7.1,23.2,128.8,231055,64450,146859,19746,16721,8286,377,1228,6830
Indiana,1977,5330000,1086.2,2498.7,377.4,153.5,7.4,26.5,123.2,211190,57894,133179,20117,16553,8181,395,1412,6565
Indiana,1978,5374000,1108.3,2495.7,411.1,168.8,6.2,27,121.4,215770,59561,134119,22090,17383,9072,334,1451,6526
Indiana,1979,5400000,1169.9,2660.5,433,165.9,8.3,31.1,132.7,230223,63176,143666,23381,18254,8958,448,1681,7167
Indiana,1980,5461103,1313.3,2807.1,432.2,194.5,8.9,33.1,141.4,248619,71720,153297,23602,20633,10620,485,1808,7720
Indiana,1981,5466000,1168.8,2690,339.3,176,7.1,29.6,129,229472,63887,147038,18547,18672,9618,388,1616,7050
Indiana,1982,5471000,1088.8,2713.5,326.6,157.2,6.5,27.8,109,225894,59569,148454,17871,16444,8602,355,1521,5966
Indiana,1983,5479000,988.3,2535.7,322.1,151.1,5.2,27.5,99.9,210725,54147,138929,17649,15547,8278,286,1509,5474
Indiana,1984,5498000,928,2345.2,351,175.9,5.5,25,98.9,199258,51019,128941,19298,16781,9671,303,1372,5435
Indiana,1985,5499000,914.6,2361.5,328.5,187.5,5.8,24,92.1,198220,50295,129861,18064,17014,10312,319,1318,5065
Indiana,1986,5504000,886.7,2332.9,327.5,185.9,6,25.9,90,195233,48802,128404,18027,16937,10230,329,1424,4954
Indiana,1987,5531000,946.7,2490,354.5,205.2,5.6,29.1,88.6,209695,52363,137722,19610,18169,11352,307,1609,4901
Indiana,1988,5575000,935.2,2481.3,353.5,253.5,6.4,31,89,210177,52137,138335,19705,21187,14135,358,1731,4963
Indiana,1989,5593000,969.1,2673.2,391.1,266.5,6.3,32.3,101.4,225592,54201,149514,21877,22735,14907,353,1804,5671
Indiana,1990,5544159,943.3,2827.1,439,328.4,6.2,37.9,101.3,233376,52297,156741,24338,26275,18209,344,2103,5619
Indiana,1991,5610000,977.1,2870.6,464.8,340.5,7.5,41.3,116,241930,54814,161039,26077,28349,19102,423,2318,6506
Indiana,1992,5662000,952.1,2776.1,450.3,335.7,8.2,42.4,122.2,236584,53907,157181,25496,28791,19008,464,2398,6921
Indiana,1993,5713000,852,2695.9,428.1,322.6,7.5,39.1,119.8,227149,48677,154016,24456,27941,18432,430,2234,6845
Indiana,1994,5752000,850.5,2782.4,434.8,351.5,7.9,35.6,130.2,233975,48921,160043,25011,30205,20216,453,2046,7490
Indiana,1995,5803000,821.6,2819.5,465.7,348.3,8,33.3,135.2,238317,47676,163618,27023,30451,20211,466,1930,7844
Indiana,1996,5841000,783.8,2752.6,424.9,371.6,7.2,34.1,124.1,231376,45782,160777,24817,31366,21705,420,1992,7249
Indiana,1997,5864000,821.7,2701.9,428,342.1,7.3,32.9,132.4,231723,48182,158442,25099,30179,20058,430,1928,7763
Indiana,1998,5899000,789.2,2590.1,359.2,279,7.7,33.1,111.2,220529,46552,152790,21187,25423,16456,454,1952,6561
Indiana,1999,5942901,714.5,2335.5,341.4,231.7,6.6,27,109.3,201547,42463,138794,20290,22261,13767,391,1607,6496
Indiana,2000,6080485,676.1,2379.9,346.8,211.1,5.8,28.9,103.3,206905,41108,144707,21090,21230,12837,352,1759,6282
Indiana,2001,6126743,697.9,2404.1,350.9,219.3,6.7,28,117,211548,42758,147291,21499,22734,13434,413,1716,7171
Indiana,2002,6156913,692,2372.5,329.5,214.1,5.9,29.9,107.4,208965,42605,146073,20287,22001,13184,362,1843,6612
Indiana,2003,6199571,670.7,2349.9,335,215.9,5.5,27.7,103.2,208039,41582,145686,20771,21842,13383,338,1720,6401
Indiana,2004,6226537,677.2,2387.7,338.7,189.5,5.1,29,102.4,211929,42168,148670,21091,20294,11802,316,1803,6373
Indiana,2005,6266019,698.3,2414,347,180,5.7,29.6,108.7,216778,43756,151278,21744,20302,11281,356,1856,6809
Indiana,2006,6313520,721.3,2386.2,342,173.5,5.7,28.7,113.6,217783,45538,150655,21590,20303,10956,361,1811,7175
Indiana,2007,6345289,732.6,2332.4,305.8,179.3,5.5,27.4,123.6,213887,46485,147999,19403,21310,11377,350,1738,7845
Indiana,2008,6376792,765.4,2310.5,274.4,186.8,5,26.8,118.9,213639,48805,147334,17500,21525,11912,322,1711,7580
Indiana,2009,6423113,761,2135.9,215.4,189.5,4.9,25.2,114.4,199907,48880,137190,13837,21455,12175,312,1621,7347
Indiana,2010,6490622,748.3,2113.9,208,191,4.1,27.1,101.1,199274,48570,137204,13500,20983,12396,268,1760,6559
Indiana,2011,6516353,776.1,2158.1,227.4,193,4.7,27,107.1,206016,50571,140630,14815,21619,12578,306,1758,6977
Indiana,2012,6537334,728.3,2092,209,214.6,4.7,25.5,100.9,198032,47612,136759,13661,22602,14027,310,1667,6598
Indiana,2013,6570902,2854,653,1984.9,108.2,5.4,32.6,25,13882,187536,42909,130423,23487,7108,355,2142,1646
Indiana,2014,6596855,2649.4,559.3,1880,104.5,5,33.1,24.5,14686,174776,36893,124022,24099,6897,330,2186,1615
Indiana,2015,6619680,2596,519.8,1872,107.4,5.6,36.3,27,15765,171847,34410,123918,25653,7111,373,2404,1789
Indiana,2016,6633053,514,1853.3,222.1,249.9,6.6,37.7,110.5,171759,34097,122931,14731,26845,16575,439,2501,7330
Indiana,2017,6666818,452.1,1733.8,231,254.6,6,39.4,99,161132,30140,115591,15401,26598,16976,397,2625,6600
Indiana,2018,6691878,377.6,1572.7,229.1,251.6,6.5,35.4,88.7,145838,25268,105242,15328,25581,16834,438,2370,5939
Indiana,2019,6732219,323.7,1443.4,203.8,249.3,5.6,36.8,79.2,132694,21795,97176,13723,24966,16783,377,2475,5331
Iowa,1960,2757537,231.2,792.9,76,8.6,0.6,3.7,10.9,30335,6375,21865,2095,656,236,17,102,301
Iowa,1961,2779000,228.7,759.1,69.8,8.5,1.3,2.9,10.5,29392,6356,21096,1940,643,235,36,81,291
Iowa,1962,2777000,263.8,780.3,73.4,6.7,1.1,3.8,8.6,31031,7326,21668,2037,559,185,31,105,238
Iowa,1963,2780000,270.4,804.8,81.5,8.7,1.3,3.6,9.1,32155,7516,22374,2265,629,241,35,100,253
Iowa,1964,2756000,290.4,933.7,95.8,19,1.3,5,11.2,36376,8004,25733,2639,1007,525,35,137,310
Iowa,1965,2760000,304.3,950,104.7,20.1,1.3,4.5,12.8,37507,8398,26220,2889,1067,554,36,123,354
Iowa,1966,2747000,336.5,1131.2,131.9,25,1.6,4.8,12.8,43941,9245,31074,3622,1214,688,43,132,351
Iowa,1967,2753000,431.6,1235.8,155.2,30.3,1.5,5.6,21,50176,11881,34022,4273,1608,833,42,155,578
Iowa,1968,2748000,474.1,1436.5,164.6,35,1.7,6.8,25,57026,13027,39476,4523,1882,962,48,186,686
Iowa,1969,2781000,489.1,1516.9,177.5,38.8,1.4,6.4,22.4,60724,13603,42184,4937,1918,1079,39,178,622
Iowa,1970,2825041,507.3,1743.4,175,42.8,1.9,6.2,28.5,68529,14331,49253,4945,2241,1208,54,175,804
Iowa,1971,2852000,531.6,1841.8,153.3,57.8,1.8,8.9,30.4,72060,15160,52528,4372,2822,1649,52,255,866
Iowa,1972,2883000,521.6,1753.7,169.1,50.3,1.7,8.6,26.7,70471,15037,50560,4874,2519,1451,50,248,770
Iowa,1973,2904000,634,1904.6,190.7,55.9,2.2,11.3,32.9,79260,18412,55310,5538,2970,1624,63,329,954
Iowa,1974,2855000,791.5,2282.1,219.1,60.4,1.9,10.1,48.7,94005,22597,65153,6255,3455,1724,54,287,1390
Iowa,1975,2870000,818.5,2719.8,229.7,74.4,2.5,10.3,53.5,108142,23492,78057,6593,4039,2135,71,297,1536
Iowa,1976,2870000,827.1,2884.6,206.9,78.7,2.3,10.7,41.1,112463,23737,82788,5938,3813,2259,67,307,1180
Iowa,1977,2879000,812.5,2685.1,219.9,89.8,2.3,10.6,41.2,107027,23392,77304,6331,4145,2585,67,306,1187
Iowa,1978,2896000,870.6,2712.9,235.1,101.6,2.6,10.4,46.9,110589,25214,78567,6808,4674,2943,74,300,1357
Iowa,1979,2903000,922.1,2928.8,269.7,117.7,2.2,11,50.2,119620,26768,85023,7829,5259,3417,65,320,1457
Iowa,1980,2907804,1079.5,3219.1,247.8,129,2.2,14.3,54.9,132200,31390,93605,7205,5826,3751,63,416,1596
Iowa,1981,2897000,1067.5,3221.7,223.2,134.5,2.6,13.4,53.6,130723,30925,93333,6465,5915,3896,76,389,1554
Iowa,1982,2905000,947.8,2842.3,173.7,121.8,2.3,12.5,36.2,115148,27535,82568,5045,5018,3538,67,362,1051
Iowa,1983,2905000,915.6,2664.4,157.9,125.2,2.3,12.6,41,108587,26599,77402,4586,5262,3637,68,365,1192
